X,Y,Z
-92.8472610017578148,42.5077871983984394,4.23433589935302734
-92.8241378052734376,42.5077871983984394,4.23721504211425781
-92.8010146087890604,42.5077871983984394,4.24013948440551758
-92.7778914123046832,42.5077871983984394,4.24312400817871094
-92.754768215820306,42.5077871983984394,4.24610090255737305
-92.7316450193359287,42.5077871983984394,4.24912214279174805
-92.7085218228515657,42.5077871983984394,4.25216293334960938
-92.6853986263671885,42.5077871983984394,4.25526142120361328
-92.6622754298828113,42.5077871983984394,4.25836849212646484
-92.6391522333984341,42.5077871983984394,4.26154041290283203
-92.6160290369140569,42.5077871983984394,4.26473712921142578
-92.5929058404296796,42.5077871983984394,4.26799583435058594
-92.5697826439453024,42.5077871983984394,4.27126789093017578
-92.5466594474609394,42.5077871983984394,4.27457618713378906
-92.5235362509765622,42.5077871983984394,4.27796792984008789
-92.500413054492185,42.5077871983984394,4.28139448165893555
-92.4772898580078078,42.5077871983984394,4.28488397598266602
-92.4541666615234305,42.5077871983984394,4.28840732574462891
-92.4310434650390533,42.5077871983984394,4.29199409484863281
-92.4079202685546903,42.5077871983984394,4.29565286636352539
-92.3847970720703131,42.5077871983984394,4.29932832717895508
-92.3616738755859359,42.5077871983984394,4.30310821533203125
-92.3385506791015587,42.5077871983984394,4.30692625045776367
-92.3154274826171815,42.5077871983984394,4.31084537506103516
-92.2923042861328042,42.5077871983984394,4.31480741500854492
-92.269181089648427,42.5077871983984394,4.31883811950683594
-92.246057893164064,42.5077871983984394,4.32293415069580078
-92.2229346966796868,42.5077871983984394,4.32714319229125977
-92.1998115001953096,42.5077871983984394,4.33143711090087891
-92.1766883037109324,42.5077871983984394,4.3357844352722168
-92.1535651072265551,42.5077871983984394,4.34024429321289062
-92.1304419107421779,42.5077871983984394,4.34481620788574219
-92.1073187142578149,42.5077871983984394,4.34944343566894531
-92.0841955177734377,42.5077871983984394,4.3542017936706543
-92.0610723212890605,42.5077871983984394,4.35904359817504883
-92.0379491248046833,42.5077871983984394,4.3640294075012207
-92.014825928320306,42.5077871983984394,4.36912012100219727
-91.9917027318359288,42.5077871983984394,4.37432050704956055
-91.9685795353515658,42.5077871983984394,4.37964391708374023
-91.9454563388671886,42.5077871983984394,4.38512039184570312
-91.9223331423828114,42.5077871983984394,4.39072418212890625
-91.8992099458984342,42.5077871983984394,4.39643764495849609
-91.876086749414057,42.5077871983984394,4.40232419967651367
-91.8529635529296797,42.5077871983984394,4.40838909149169922
-91.8298403564453025,42.5077871983984394,4.41460466384887695
-91.8067171599609395,42.5077871983984394,4.42097043991088867
-91.7835939634765623,42.5077871983984394,4.42756319046020508
-91.7604707669921851,42.5077871983984394,4.43432140350341797
-91.7373475705078079,42.5077871983984394,4.44126319885253906
-91.7142243740234306,42.5077871983984394,4.4484553337097168
-91.6911011775390534,42.5077871983984394,4.4558258056640625
-91.6679779810546904,42.5077871983984394,4.46345376968383789
-91.6448547845703132,42.5077871983984394,4.47132158279418945
-91.621731588085936,42.5077871983984394,4.47945165634155273
-91.5986083916015588,42.5077871983984394,4.48781919479370117
-91.5754851951171815,42.5077871983984394,4.49653005599975586
-91.5523619986328043,42.5077871983984394,4.50553035736083984
-91.5292388021484271,42.5077871983984394,4.51484203338623047
-91.5061156056640641,42.5077871983984394,4.52451992034912109
-91.4829924091796869,42.5077871983984394,4.53453636169433594
-91.4598692126953097,42.5077871983984394,4.54500102996826172
-91.4367460162109325,42.5077871983984394,4.55585241317749023
-91.4136228197265552,42.5077871983984394,4.56715774536132812
-91.390499623242178,42.5077871983984394,4.57895183563232422
-91.367376426757815,42.5077871983984394,4.59126901626586914
-91.3442532302734378,42.5077871983984394,4.60414266586303711
-91.3211300337890606,42.5077871983984394,4.61759805679321289
-91.2980068373046834,42.5077871983984394,4.63175010681152344
-91.2748836408203061,42.5077871983984394,4.64658880233764648
-91.2517604443359289,42.5077871983984394,4.66215896606445312
-91.2286372478515659,42.5077871983984394,4.6785731315612793
-91.2055140513671887,42.5077871983984394,4.69586086273193359
-91.1823908548828115,42.5077871983984394,4.71410512924194336
-91.1592676583984343,42.5077871983984394,4.7334132194519043
-91.136144461914057,42.5077871983984394,4.75379371643066406
-91.1130212654296798,42.5077871983984394,4.77541971206665039
-91.0898980689453026,42.5077871983984394,4.79839324951171875
-91.0667748724609396,42.5077871983984394,4.8227691650390625
-91.0436516759765624,42.5077871983984394,4.84867286682128906
-91.0205284794921852,42.5077871983984394,4.87627696990966797
-90.997405283007808,42.5077871983984394,4.90574312210083008
-90.9742820865234307,42.5077871983984394,4.93715476989746094
-90.9511588900390535,42.5077871983984394,4.97071027755737305
-90.9280356935546905,42.5077871983984394,5.00655364990234375
-90.9049124970703133,42.5077871983984394,5.04468393325805664
-90.8817893005859361,42.5077871983984394,5.08531713485717773
